USERID	RG_case	CountryName	LanguageName	Gender	YearofBirth	Registration_date	First_Deposit_Date
1804765	1	Germany.COM	German	M	1986	8/20/2005	8/20/2005
1791179	1	Germany.COM	German	M	1985	8/16/2005	8/19/2005
1794523	1	Germany.COM	German	M	1978	8/17/2005	8/17/2005
1790848	1	Germany.COM	German	M	1975	8/16/2005	8/16/2005
1792412	1	Germany.COM	German	M	1971	8/16/2005	8/16/2005
1336704	1	Switzerland	German	M	1966	2/6/2005	8/16/2005
1782215	1	Germany.COM	German	M	1978	8/12/2005	8/14/2005
1776887	1	Germany.COM	German	M	1982	8/10/2005	8/12/2005
1766392	1	Germany.COM	German	M	1963	8/5/2005	8/10/2005
1776268	1	Germany.COM	German	M	1954	8/9/2005	8/9/2005
1738946	1	Germany.COM	German	M	1984	7/21/2005	8/9/2005
1768666	1	Germany.COM	German	M	1963	8/6/2005	8/6/2005
1753291	1	France.COM	French	M	1978	7/30/2005	8/4/2005
1755673	1	Poland	Polish	M	1971	7/31/2005	8/3/2005
1745411	1	Germany.COM	German	M	1978	7/24/2005	7/30/2005
1752640	1	Germany.COM	German	M	1976	7/29/2005	7/29/2005
1745784	1	Germany.COM	German	M	1973	7/25/2005	7/29/2005
1648376	1	Spain	Spanish	M	1984	5/31/2005	7/23/2005
1398079	1	Germany.COM	German	M	1972	2/26/2005	7/23/2005
420681	1	Sweden	Swedish	M	1976	3/18/2002	7/20/2005
1362573	1	Poland	Polish	M	1984	2/16/2005	7/18/2005
1730948	1	Germany.COM	German	M	1979	7/14/2005	7/14/2005
1723411	1	Germany.COM	German	M	1971	7/9/2005	7/9/2005
1715092	1	Germany.COM	German	M	1955	7/3/2005	7/7/2005
1717071	1	Greece.BAW	Greek	M	1980	7/5/2005	7/5/2005
1711860	1	Andorra	Portuguese	M	1972	7/2/2005	7/2/2005
1700174	1	Germany.COM	German	M	1982	6/27/2005	7/1/2005
1701187	1	Switzerland	French	M	1986	6/27/2005	6/28/2005
1689908	1	Germany.COM	German	M	1949	6/24/2005	6/28/2005
1696904	1	Germany.COM	German	M	1953	6/26/2005	6/26/2005
1691317	1	Germany.COM	German	M	1974	6/25/2005	6/25/2005
1692544	1	Germany.COM	German	M	1965	6/25/2005	6/25/2005
1682995	1	Germany.COM	German	M	1970	6/20/2005	6/22/2005
1679490	1	Germany.COM	German	M	1973	6/18/2005	6/22/2005
1680615	1	Germany.COM	German	M	1985	6/19/2005	6/21/2005
1677908	1	Germany.COM	German	M	1983	6/17/2005	6/17/2005
1669496	1	France.COM	French	M	1979	6/12/2005	6/17/2005
1671815	1	Germany.COM	German	M	1978	6/14/2005	6/14/2005
1663129	1	Italy.BAW	Italian	M	1974	6/9/2005	6/11/2005
1613141	1	France.COM	French	M	1979	5/14/2005	6/4/2005
1649239	1	Germany.COM	German	M	1983	6/1/2005	6/3/2005
1376313	1	Germany.COM	German	M	1986	2/21/2005	6/3/2005
1651030	1	Germany.COM	German	M	1978	6/2/2005	6/2/2005
1615173	1	Germany.COM	German	M	1977	5/15/2005	6/2/2005
1177014	1	Germany.COM	German	M	1986	10/13/2004	5/26/2005
617643	1	Italy.BAW	German	M	1982	12/18/2002	5/24/2005
1630590	1	France.COM	French	M	1982	5/22/2005	5/22/2005
1630307	1	Spain	Spanish	M	1974	5/22/2005	5/22/2005
1589646	1	Austria	German	M	1952	5/5/2005	5/22/2005
1626239	1	Austria	German	M	1984	5/21/2005	5/21/2005
1618935	1	Germany.COM	German	M	1985	5/17/2005	5/20/2005
1604150	1	Germany.COM	German	M	1981	5/11/2005	5/19/2005
1613727	1	Switzerland	German	M	1978	5/15/2005	5/15/2005
1609008	1	Spain	Spanish	M	1974	5/13/2005	5/13/2005
1521035	1	Hungary	Hungarian	M	1986	4/13/2005	5/13/2005
1602071	1	Luxembourg	German	M	1978	5/10/2005	5/10/2005
1578866	1	Germany.COM	German	M	1978	5/1/2005	5/10/2005
1394702	1	Poland	Polish	M	1970	2/25/2005	5/9/2005
1592977	1	Germany.COM	German	M	1974	5/7/2005	5/7/2005
1594233	1	Germany.COM	German	M	1946	5/7/2005	5/7/2005
1572636	1	Cyprus	Greek	M	1981	4/29/2005	5/6/2005
1573032	1	Germany.COM	German	M	1975	4/29/2005	5/2/2005
1575816	1	Germany.COM	German	M	1987	4/30/2005	4/30/2005
1560193	1	Germany.COM	German	M	1973	4/25/2005	4/29/2005
1218000	1	Poland	Polish	M	1983	11/11/2004	4/29/2005
1124321	1	Germany.COM	German	M	1974	8/27/2004	4/29/2005
1564451	1	Germany.COM	German	M	1969	4/27/2005	4/27/2005
1567292	1	Germany.COM	German	M	1954	4/27/2005	4/27/2005
1539371	1	Hungary	Hungarian	M	1975	4/19/2005	4/27/2005
1560599	1	France.COM	French	M	1969	4/26/2005	4/26/2005
1390642	1	Portugal	Portuguese	M	1979	2/24/2005	4/26/2005
1559015	1	Bosnia and Herzego	English	M	1973	4/25/2005	4/25/2005
1551158	1	Germany.COM	German	M	1986	4/22/2005	4/25/2005
1556993	1	Germany.COM	German	M	1987	4/24/2005	4/24/2005
1545811	1	Germany.COM	German	M	1979	4/21/2005	4/23/2005
1548547	1	Poland	Polish	M	1974	4/22/2005	4/22/2005
1548350	1	Austria	German	M	1974	4/22/2005	4/22/2005
1538409	1	Germany.COM	German	M	1977	4/18/2005	4/21/2005
1522618	1	Germany.COM	German	M	1969	4/13/2005	4/21/2005
1541799	1	Greece.BTO	Greek	M	1977	4/19/2005	4/19/2005
1529711	1	Germany.COM	German	M	1987	4/16/2005	4/16/2005
1528877	1	France.COM	French	M	1974	4/16/2005	4/16/2005
1531097	1	Germany.COM	German	M	1965	4/16/2005	4/16/2005
717922	1	Greece.BAW	Greek	M	1981	8/12/2003	4/15/2005
1519947	1	Greece.BTO	Greek	M	1969	4/13/2005	4/14/2005
610990	1	Germany.COM	German	M	1970	12/7/2002	4/14/2005
1522428	1	Spain	Spanish	M	1974	4/13/2005	4/13/2005
1511812	1	Germany.COM	German	M	1986	4/10/2005	4/13/2005
1516433	1	Denmark	English	M	1986	4/12/2005	4/12/2005
1516266	1	Germany.COM	German	M	1985	4/12/2005	4/12/2005
1516508	1	Germany.COM	German	M	1980	4/12/2005	4/12/2005
1425148	1	Germany.COM	German	M	1981	3/7/2005	4/12/2005
1511327	1	Finland	English	M	1985	4/10/2005	4/11/2005
1504337	1	France.COM	French	M	1973	4/8/2005	4/8/2005
727358	1	Germany.COM	German	M	1967	8/22/2003	4/7/2005
1495100	1	Germany.COM	German	M	1987	4/5/2005	4/5/2005
1494069	1	Italy.BAW	Italian	M	1973	4/5/2005	4/5/2005
1489176	1	Greece.BTO	Greek	M	1984	4/3/2005	4/5/2005
1476237	1	Germany.COM	German	M	1973	3/28/2005	4/4/2005
1467698	1	Switzerland	German	M	1985	3/24/2005	4/3/2005
1486136	1	Germany.COM	German	M	1980	4/2/2005	4/2/2005
1476815	1	Germany.COM	German	M	1968	3/29/2005	3/31/2005
1475836	1	Germany.COM	German	M	1959	3/28/2005	3/31/2005
1446765	1	Germany.COM	German	M	1986	3/14/2005	3/31/2005
1477587	1	Poland	Polish	M	1976	3/29/2005	3/29/2005
1467720	1	Germany.COM	German	M	1980	3/24/2005	3/24/2005
1444218	1	United Kingdom	English	M	1971	3/13/2005	3/20/2005
1446979	1	Germany.COM	German	M	1982	3/14/2005	3/19/2005
1453530	1	France.COM	French	M	1972	3/17/2005	3/17/2005
109445	1	Austria	German	M	1975	7/15/2000	3/17/2005
1444002	1	Germany.COM	German	M	1985	3/13/2005	3/16/2005
863069	1	Germany.COM	German	M	1980	12/4/2003	3/16/2005
1447394	1	Austria	German	M	1954	3/15/2005	3/15/2005
1444638	1	Germany.COM	German	M	1972	3/13/2005	3/13/2005
1444690	1	Italy.BAW	Italian	M	1970	3/13/2005	3/13/2005
1436194	1	Germany.COM	German	M	1940	3/11/2005	3/11/2005
1431358	1	Germany.COM	German	M	1942	3/9/2005	3/9/2005
1423249	1	Germany.COM	German	M	1967	3/7/2005	3/9/2005
1420230	1	Germany.COM	German	M	1987	3/6/2005	3/9/2005
1426789	1	Germany.COM	German	M	1986	3/8/2005	3/8/2005
1427840	1	Germany.COM	German	M	1984	3/8/2005	3/8/2005
1427115	1	Germany.COM	German	M	1974	3/8/2005	3/8/2005
1418087	1	Germany.COM	German	M	1961	3/5/2005	3/8/2005
1411743	1	Poland	Polish	M	1983	3/3/2005	3/8/2005
1236874	1	Poland	Polish	M	1985	11/25/2004	3/4/2005
1029762	1	France.COM	French	M	1978	6/10/2004	3/4/2005
535025	1	Germany.COM	German	M	1984	6/25/2002	3/4/2005
1381040	1	Germany.COM	German	M	1963	2/22/2005	3/3/2005
1348150	1	Denmark	English	M	1977	2/10/2005	3/3/2005
1316554	1	Poland	Polish	M	1985	1/28/2005	3/3/2005
1286507	1	Poland	Polish	M	1986	1/6/2005	3/3/2005
1398948	1	Germany.COM	German	M	1968	2/27/2005	3/1/2005
1388917	1	Germany.COM	German	M	1980	2/24/2005	3/1/2005
691219	1	Spain	Spanish	M	1975	5/18/2003	3/1/2005
1402673	1	Germany.COM	German	M	1981	2/28/2005	2/28/2005
1387581	1	Germany.COM	German	M	1947	2/23/2005	2/28/2005
1397690	1	France.COM	French	M	1974	2/26/2005	2/26/2005
1376503	1	Germany.COM	German	M	1979	2/21/2005	2/23/2005
1365118	1	Germany.COM	German	M	1968	2/17/2005	2/23/2005
1371692	1	France.COM	French	M	1984	2/19/2005	2/19/2005
1320903	1	Germany.COM	German	M	1985	1/30/2005	2/19/2005
578678	1	Spain	Spanish	M	1977	10/5/2002	2/19/2005
1367719	1	Hungary	Hungarian	M	1980	2/18/2005	2/18/2005
1368497	1	Austria	German	M	1967	2/18/2005	2/18/2005
1362354	1	Switzerland	German	M	1981	2/16/2005	2/16/2005
1342688	1	Germany.COM	German	M	1985	2/8/2005	2/12/2005
1333978	1	Poland	Polish	M	1976	2/5/2005	2/11/2005
1261993	1	Germany.COM	German	M	1984	12/13/2004	2/11/2005
1342111	1	Germany.COM	German	M	1979	2/8/2005	2/10/2005
1285995	1	Germany.COM	German	M	1972	1/5/2005	2/10/2005
1330470	1	Germany.COM	German	M	1969	2/3/2005	2/8/2005
1329184	1	Poland	Polish	M	1960	2/3/2005	2/8/2005
1337767	1	Spain	Spanish	M	1974	2/6/2005	2/6/2005
1336326	1	France.COM	French	M	1984	2/5/2005	2/5/2005
1318469	1	Germany.COM	German	M	1968	1/29/2005	2/2/2005
1325647	1	Denmark	English	M	1986	2/1/2005	2/1/2005
1325682	1	Greece.BTO	Greek	M	1971	2/1/2005	2/1/2005
1321102	1	Germany.COM	German	M	1963	1/30/2005	1/30/2005
1316055	1	Switzerland	German	M	1969	1/28/2005	1/28/2005
1307421	1	Germany.COM	German	M	1973	1/23/2005	1/26/2005
1306998	1	Germany.COM	German	M	1971	1/23/2005	1/26/2005
1305661	1	Poland	Polish	M	1986	1/22/2005	1/26/2005
1292648	1	Austria	German	M	1981	1/11/2005	1/26/2005
1307000	1	Denmark	English	M	1986	1/23/2005	1/23/2005
1220034	1	Poland	Polish	M	1975	11/13/2004	1/21/2005
1301234	1	Spain	Spanish	M	1986	1/19/2005	1/19/2005
1128286	1	Poland	Polish	M	1966	9/1/2004	1/18/2005
1298980	1	Germany.COM	German	M	1982	1/17/2005	1/17/2005
1298752	1	Finland	English	M	1966	1/17/2005	1/17/2005
1285959	1	Germany.COM	German	M	1986	1/5/2005	1/14/2005
1290225	1	Germany.COM	German	M	1980	1/9/2005	1/12/2005
1292031	1	France.COM	Turkish	M	1967	1/11/2005	1/11/2005
1289020	1	Spain	Spanish	M	1975	1/8/2005	1/9/2005
1269295	1	Germany.COM	German	M	1966	12/19/2004	1/6/2005
1121292	1	Spain	Spanish	M	1981	8/24/2004	1/6/2005
1282148	1	Germany.COM	German	M	1967	1/2/2005	1/5/2005
1281272	1	Germany.COM	German	M	1970	1/1/2005	1/1/2005
1273875	1	Germany.COM	German	M	1972	12/23/2004	12/23/2004
1265820	1	Poland	Polish	M	1984	12/16/2004	12/21/2004
1269446	1	Austria	German	M	1975	12/19/2004	12/19/2004
1267246	1	Greece.BTO	Greek	M	1970	12/17/2004	12/17/2004
1180532	1	Poland	Polish	M	1980	10/16/2004	12/14/2004
1260523	1	Germany.COM	German	M	1982	12/12/2004	12/12/2004
1222876	1	Germany.COM	German	M	1972	11/15/2004	12/11/2004
671821	1	United Kingdom	English	M	1977	4/17/2003	12/5/2004
1230735	1	Germany.COM	German	M	1982	11/21/2004	11/21/2004
1227499	1	Germany.COM	German	M	1984	11/18/2004	11/18/2004
1226683	1	Poland	Polish	M	1980	11/18/2004	11/18/2004
1205205	1	Poland	English	M	1982	11/3/2004	11/15/2004
1221797	1	Greece.BAW	Greek	M	1983	11/14/2004	11/14/2004
1086185	1	Poland	Polish	M	1984	7/5/2004	11/13/2004
1217347	1	Austria	German	M	1960	11/11/2004	11/11/2004
725520	1	Germany.COM	German	M	1965	8/20/2003	11/9/2004
1211034	1	Spain	Spanish	M	1982	11/6/2004	11/6/2004
1202145	1	Germany.COM	German	M	1976	11/1/2004	11/6/2004
1200490	1	Germany.COM	German	M	1984	10/31/2004	11/6/2004
1104232	1	Germany.COM	German	M	1985	8/3/2004	11/6/2004
734064	1	Germany.COM	German	M	1976	8/31/2003	11/6/2004
1195708	1	Germany.COM	German	M	1979	10/28/2004	10/30/2004
1191883	1	Germany.COM	German	M	1982	10/25/2004	10/30/2004
1191525	1	Poland	Polish	M	1974	10/25/2004	10/28/2004
1195259	1	Germany.COM	German	M	1970	10/27/2004	10/27/2004
1184758	1	Germany.COM	German	M	1985	10/19/2004	10/26/2004
1188944	1	France.COM	French	M	1983	10/23/2004	10/23/2004
1186045	1	Germany.COM	German	M	1980	10/20/2004	10/22/2004
1179202	1	Germany.COM	German	M	1958	10/15/2004	10/20/2004
1178665	1	Germany.COM	German	M	1981	10/15/2004	10/15/2004
1175809	1	Greece.BAW	Greek	M	1983	10/12/2004	10/12/2004
1171028	1	France.COM	French	M	1984	10/7/2004	10/9/2004
1169296	1	Germany.COM	German	M	1968	10/5/2004	10/5/2004
951260	1	Germany.COM	German	M	1970	3/12/2004	10/2/2004
1161759	1	Germany.COM	German	M	1970	9/29/2004	9/29/2004
349493	1	Germany.COM	German	M	1977	10/5/2001	9/29/2004
1137771	1	Germany.COM	German	M	1978	9/12/2004	9/15/2004
1097302	1	Germany.COM	German	M	1981	7/22/2004	9/15/2004
1123515	1	Germany.COM	German	M	1981	8/26/2004	9/3/2004
1129130	1	France.COM	French	M	1980	9/2/2004	9/2/2004
1121270	1	Germany.COM	German	M	1984	8/24/2004	8/27/2004
1119951	1	Greece.BAW	Greek	M	1983	8/22/2004	8/24/2004
1119668	1	Germany.COM	German	M	1980	8/22/2004	8/22/2004
978164	1	Greece.BAW	Greek	M	1973	4/10/2004	8/20/2004
1114773	1	Germany.COM	German	M	1974	8/15/2004	8/18/2004
963330	1	Germany.COM	German	M	1981	3/24/2004	8/15/2004
1110796	1	Greece.BAW	Greek	M	1979	8/11/2004	8/12/2004
1110869	1	Poland	Polish	M	1980	8/11/2004	8/11/2004
1089300	1	Austria	German	M	1986	7/9/2004	8/2/2004
1102239	1	Greece.BAW	Greek	M	1978	7/31/2004	7/31/2004
1100329	1	Germany.COM	German	M	1969	7/28/2004	7/29/2004
1098879	1	Switzerland	Italian	M	1973	7/25/2004	7/25/2004
1092942	1	Germany.COM	German	M	1977	7/15/2004	7/17/2004
1086610	1	Germany.COM	German	M	1985	7/5/2004	7/13/2004
1076465	1	Luxembourg	German	M	1966	6/29/2004	6/29/2004
217121	1	Germany.COM	German	M	1973	3/6/2001	6/29/2004
1073054	1	Germany.COM	German	M	1972	6/27/2004	6/27/2004
1068512	1	Germany.COM	German	M	1974	6/24/2004	6/26/2004
618134	1	Germany.COM	German	M	1955	12/20/2002	6/26/2004
1069718	1	Austria	German	M	1969	6/25/2004	6/25/2004
841112	1	France.COM	French	M	1981	11/16/2003	6/25/2004
1066905	1	Germany.COM	German	M	1980	6/24/2004	6/24/2004
660104	1	Germany.COM	German	M	1966	3/21/2003	6/24/2004
1059479	1	Germany.COM	German	M	1977	6/20/2004	6/23/2004
1052452	1	Austria	German	M	1981	6/17/2004	6/22/2004
1057341	1	Austria	German	M	1973	6/19/2004	6/19/2004
1054028	1	Germany.COM	German	M	1980	6/18/2004	6/18/2004
1055097	1	Austria	German	M	1974	6/18/2004	6/18/2004
622333	1	Germany.COM	German	M	1973	1/6/2003	6/18/2004
1053169	1	France.COM	French	M	1966	6/17/2004	6/17/2004
1039083	1	Austria	German	M	1984	6/13/2004	6/16/2004
845248	1	Germany.COM	German	M	1977	11/19/2003	6/14/2004
1034626	1	Germany.COM	German	M	1961	6/12/2004	6/12/2004
1023918	1	Greece.BAW	Greek	M	1970	6/5/2004	6/5/2004
1019680	1	Germany.COM	German	M	1979	6/1/2004	6/1/2004
1015042	1	Germany.COM	German	M	1978	5/25/2004	5/25/2004
1006572	1	Austria	German	M	1979	5/12/2004	5/12/2004
651781	1	Germany.COM	German	M	1978	3/7/2003	5/12/2004
999018	1	Germany.COM	German	M	1985	5/3/2004	5/5/2004
991634	1	Germany.COM	German	M	1983	4/25/2004	4/25/2004
986088	1	Germany.COM	German	M	1974	4/19/2004	4/23/2004
986289	1	Germany.COM	German	M	1971	4/19/2004	4/21/2004
969529	1	Germany.COM	German	M	1983	3/31/2004	4/16/2004
809647	1	Germany.COM	German	M	1980	10/27/2003	4/7/2004
965698	1	Austria	German	M	1981	3/27/2004	3/30/2004
962369	1	Germany.COM	German	M	1970	3/23/2004	3/23/2004
960009	1	Germany.COM	German	M	1985	3/21/2004	3/21/2004
954936	1	Germany.COM	German	M	1972	3/15/2004	3/15/2004
943528	1	Greece.BTO	Greek	M	1960	3/4/2004	3/4/2004
939165	1	Greece.BAW	Greek	M	1978	2/28/2004	2/29/2004
921177	1	Greece.BAW	Greek	M	1969	2/13/2004	2/29/2004
306915	1	Austria	German	M	1975	7/11/2001	2/26/2004
934074	1	France.COM	French	M	1981	2/25/2004	2/25/2004
868583	1	Slovakia	Czech	M	1976	12/8/2003	2/10/2004
912480	1	Germany.COM	German	M	1984	2/3/2004	2/6/2004
910143	1	Germany.COM	German	M	1977	2/1/2004	2/1/2004
910113	1	Germany.COM	German	M	1964	2/1/2004	2/1/2004
762613	1	Germany.COM	German	M	1983	9/30/2003	1/16/2004
891132	1	Switzerland	German	M	1979	1/5/2004	1/6/2004
881586	1	Germany.COM	German	M	1951	12/20/2003	12/20/2003
876092	1	Germany.COM	German	M	1958	12/14/2003	12/15/2003
793809	1	Germany.COM	German	M	1968	10/19/2003	12/3/2003
860767	1	Austria	German	M	1967	12/2/2003	12/2/2003
859526	1	Norway	Norwegian	M	1959	8/7/2001	12/2/2003
847728	1	Germany.COM	German	M	1955	11/22/2003	11/22/2003
832139	1	Germany.COM	German	M	1961	11/8/2003	11/19/2003
838424	1	Germany.COM	German	M	1984	11/13/2003	11/14/2003
836619	1	Switzerland	German	M	1973	11/11/2003	11/11/2003
829363	1	Germany.COM	German	M	1985	11/6/2003	11/11/2003
815193	1	Austria	German	M	1985	10/30/2003	11/4/2003
816423	1	Germany.COM	German	M	1975	10/31/2003	10/31/2003
779314	1	Germany.COM	German	M	1974	10/10/2003	10/15/2003
740719	1	Germany.COM	German	M	1979	9/9/2003	9/16/2003
734038	1	Germany.COM	German	M	1969	8/31/2003	8/31/2003
722705	1	Germany.COM	German	M	1971	8/16/2003	8/21/2003
719989	1	Germany.COM	German	M	1977	8/15/2003	8/19/2003
601929	1	Germany.COM	German	M	1976	11/22/2002	8/14/2003
715823	1	Germany.COM	German	M	1982	8/7/2003	8/11/2003
713486	1	Germany.COM	German	M	1977	8/1/2003	8/6/2003
689277	1	Germany.COM	German	M	1982	5/14/2003	8/4/2003
380006	1	Austria	German	M	1982	12/27/2001	7/30/2003
704670	1	Greece.BAW	Greek	M	1969	6/26/2003	7/19/2003
693201	1	Germany.COM	German	M	1974	5/22/2003	7/17/2003
708122	1	Germany.COM	German	M	1979	7/13/2003	7/16/2003
695820	1	Germany.COM	German	M	1983	5/27/2003	6/3/2003
671003	1	Luxembourg	German	M	1976	4/15/2003	5/20/2003
691215	1	Germany.COM	German	M	1960	5/18/2003	5/18/2003
679909	1	Germany.COM	German	M	1986	5/1/2003	5/7/2003
676437	1	Germany.COM	German	M	1951	4/26/2003	4/26/2003
455766	1	Austria	German	M	1964	5/30/2002	4/22/2003
671210	1	Switzerland	German	M	1973	4/16/2003	4/16/2003
668204	1	Germany.COM	German	M	1980	4/9/2003	4/14/2003
662035	1	Luxembourg	German	M	1983	3/25/2003	3/25/2003
654455	1	Germany.COM	German	M	1979	3/11/2003	3/13/2003
652803	1	Germany.COM	German	M	1981	3/9/2003	3/13/2003
623222	1	Germany.COM	German	M	1978	1/8/2003	3/7/2003
638301	1	Switzerland	German	M	1970	2/14/2003	3/6/2003
644434	1	Germany.COM	German	M	1983	2/23/2003	2/28/2003
640126	1	Germany.COM	German	M	1983	2/17/2003	2/19/2003
452829	1	Austria	German	M	1943	5/28/2002	2/17/2003
528696	1	Germany.COM	German	M	1979	6/23/2002	2/13/2003
628673	1	Germany.COM	German	M	1973	1/24/2003	1/31/2003
119406	1	Austria	German	M	1978	8/22/2000	1/21/2003
626970	1	Germany.COM	German	M	1969	1/20/2003	1/20/2003
624243	1	Germany.COM	German	M	1967	1/12/2003	1/20/2003
618006	1	Austria	German	M	1979	12/19/2002	12/19/2002
614867	1	Germany.COM	German	M	1983	12/14/2002	12/18/2002
607958	1	Germany.COM	German	M	1966	12/2/2002	12/14/2002
606833	1	Germany.COM	German	M	1983	11/30/2002	12/12/2002
600062	1	Germany.COM	German	M	1982	11/18/2002	11/21/2002
596939	1	Germany.COM	German	M	1956	11/12/2002	11/19/2002
581568	1	Germany.COM	German	M	1970	10/13/2002	10/14/2002
576509	1	Germany.COM	German	M	1975	9/29/2002	10/4/2002
572029	1	Germany.COM	German	M	1973	9/17/2002	10/1/2002
484593	1	Germany.COM	German	M	1981	6/10/2002	8/26/2002
519601	1	Germany.COM	German	M	1973	6/20/2002	8/25/2002
518169	1	Germany.COM	German	M	1980	6/20/2002	8/15/2002
332091	1	Austria	German	M	1970	8/7/2001	7/24/2002
405981	1	Austria	German	M	1954	2/19/2002	2/28/2002
403944	1	Germany.COM	German	M	1966	2/15/2002	2/22/2002
402872	1	Germany.COM	German	M	1978	2/14/2002	2/14/2002
380781	1	Germany.COM	German	M	1966	12/30/2001	1/20/2002
378707	1	Austria	German	M	1962	12/21/2001	12/21/2001
377204	1	Austria	German	M	1960	12/14/2001	12/14/2001
348381	1	Switzerland	German	M	1981	10/2/2001	10/6/2001
221079	1	Spain	Spanish	M	1969	3/13/2001	3/13/2001
187808	1	Austria	German	M	1982	1/12/2001	2/9/2001
191415	1	Germany.COM	German	M	1969	1/19/2001	1/25/2001
165335	1	Austria	German	M	1978	11/27/2000	11/27/2000
113136	1	Austria	Spanish	M	1975	7/29/2000	7/29/2000
107124	1	Austria	German	M	1975	7/9/2000	7/9/2000
91707	1	Austria	German	M	1966	6/24/2000	6/25/2000
36916	1	Austria	German	M	1969	3/21/2000	6/13/2000
38386	1	Austria	German	M	1974	4/21/2000	6/9/2000
31965	1	Germany.COM	German	M	1971	9/17/1999	5/8/2000
9859152	0	Germany.COM	German	M	1982	11/27/2009	11/27/2009
9821694	0	.	.	M	 	 	11/21/2009
9806890	0	Russian Federation	Russian	M	1981	11/18/2009	11/18/2009
9744092	0	Germany.COM	German	M	1987	11/7/2009	11/8/2009
7511574	0	.	.	M	 	 	11/7/2009
9738587	0	Greece.BAW	Greek	M	1975	11/6/2009	11/6/2009
9694048	0	Germany.COM	German	M	1984	10/30/2009	10/30/2009
9173625	0	France.COM	French	M	1985	8/11/2009	10/30/2009
9679637	0	Germany.COM	German	M	1991	10/28/2009	10/28/2009
9679378	0	Greece.BAW	Greek	M	1982	10/28/2009	10/28/2009
5078521	0	Germany.COM	German	M	1985	8/25/2007	10/27/2009
9657006	0	Spain	Spanish	M	1975	10/24/2009	10/24/2009
9647566	0	Spain	English	M	1986	10/23/2009	10/23/2009
9649397	0	Portugal	Portuguese	M	1966	10/23/2009	10/23/2009
9644223	0	.	.	M	 	 	10/23/2009
9642721	0	France.COM	French	M	1989	10/22/2009	10/22/2009
9637706	0	Hungary	English	M	1991	10/21/2009	10/22/2009
9639674	0	France.COM	French	M	1975	10/21/2009	10/21/2009
9627672	0	.	.	M	 	 	10/20/2009
9595767	0	Poland	Polish	M	1991	10/14/2009	10/19/2009
9624114	0	.	.	M	 	 	10/19/2009
9614965	0	Russian Federation	Russian	M	1983	10/18/2009	10/18/2009
9596951	0	Poland	Polish	M	1989	10/15/2009	10/16/2009
9591321	0	Latvia	English	M	1991	10/14/2009	10/14/2009
9591540	0	Ukraine	Russian	M	1977	10/14/2009	10/14/2009
9591403	0	.	.	M	 	 	10/14/2009
9394138	0	Latvia	Russian	M	1990	9/15/2009	10/8/2009
9068963	0	Romania	Romanian	M	1990	7/22/2009	10/8/2009
4804422	0	Slovakia	Slovak	M	1981	5/28/2007	10/8/2009
5601601	0	Portugal	Portuguese	M	1985	12/5/2007	10/7/2009
9552702	0	.	.	M	 	 	10/7/2009
9541648	0	Russian Federation	Russian	M	1987	10/5/2009	10/5/2009
9538107	0	Poland	Polish	M	1989	10/4/2009	10/4/2009
9441536	0	.	.	M	 	 	10/2/2009
9521523	0	.	.	M	 	 	10/2/2009
9398649	0	Austria	German	M	1981	9/16/2009	10/1/2009
3970169	0	Russian Federation	Russian	M	1983	11/13/2006	10/1/2009
9503535	0	Poland	Polish	M	1986	9/30/2009	9/30/2009
9485845	0	.	.	M	 	 	9/27/2009
9470262	0	Portugal	Portuguese	M	1978	9/26/2009	9/26/2009
9460104	0	Germany.COM	German	M	1977	9/24/2009	9/24/2009
9425061	0	Spain	Spanish	M	1986	9/19/2009	9/24/2009
9454370	0	United Kingdom	English	M	1970	9/23/2009	9/23/2009
4365898	0	Germany.COM	German	M	1988	2/16/2007	9/23/2009
9445556	0	Poland	Polish	M	1991	9/22/2009	9/22/2009
9442366	0	Germany.COM	German	M	1973	9/22/2009	9/22/2009
9441888	0	.	.	M	 	 	9/22/2009
9446361	0	.	.	M	 	 	9/22/2009
9413701	0	Germany.COM	German	M	1966	9/18/2009	9/18/2009
9392213	0	France.COM	French	M	1990	9/15/2009	9/18/2009
9341990	0	Germany.COM	German	M	1987	9/8/2009	9/18/2009
9412089	0	.	.	M	 	 	9/18/2009
9394114	0	Poland	Polish	M	1986	9/15/2009	9/17/2009
9398492	0	Slovenia	English	M	1973	9/16/2009	9/16/2009
9394133	0	Greece.BAW	Greek	M	1984	9/15/2009	9/16/2009
8925839	0	.	.	M	 	 	9/16/2009
9393349	0	Greece.BAW	Greek	M	1987	9/15/2009	9/15/2009
9377577	0	Germany.COM	German	M	1980	9/13/2009	9/13/2009
9353953	0	Germany.COM	English	M	1975	9/9/2009	9/9/2009
9350982	0	Spain	Spanish	M	1962	9/9/2009	9/9/2009
9330988	0	Greece.BAW	English	M	1989	9/6/2009	9/9/2009
9316493	0	Hungary	Hungarian	M	1978	9/4/2009	9/9/2009
9347285	0	.	.	M	 	 	9/9/2009
9344070	0	United Kingdom	English	M	1984	9/8/2009	9/8/2009
9330463	0	France.COM	French	M	1977	9/6/2009	9/6/2009
9195444	0	France.COM	French	M	1985	8/15/2009	9/6/2009
4155348	0	Czech Republic	Czech	M	1983	12/26/2006	9/3/2009
9261793	0	Portugal	Portuguese	M	1991	8/27/2009	9/1/2009
2850575	0	Portugal	Portuguese	M	1983	5/2/2006	9/1/2009
